"WEEK","ISOWEEKS","YEARWEEK","SUM","PRICE","PROMO","CATEGORY"
87,1990-08-26 12:00:00,"1990-34",208706,1.39,1,"Frozen Juice"
87,1990-08-26 12:00:00,"1990-34",185570,1.4,1,"Bottled Juice"
87,1990-08-26 12:00:00,"1990-34",817166,2.05,1,"Soft Drink"
88,1990-09-02 12:00:00,"1990-35",214980,0.7,1,"FrontEnd Candies"
88,1990-09-02 12:00:00,"1990-35",197664,1.39,1,"Frozen Juice"
88,1990-09-02 12:00:00,"1990-35",129440,1.84,1,"Bottled Juice"
88,1990-09-02 12:00:00,"1990-35",703322,1,1,"Soft Drink"
89,1990-09-09 12:00:00,"1990-36",192172,0.7,1,"FrontEnd Candies"
89,1990-09-09 12:00:00,"1990-36",236233,1.36,1,"Frozen Juice"
89,1990-09-09 12:00:00,"1990-36",130516,1.32,1,"Bottled Juice"
89,1990-09-09 12:00:00,"1990-36",606142,1.34,1,"Soft Drink"
90,1990-09-16 12:00:00,"1990-37",217165,0.7,1,"FrontEnd Candies"
90,1990-09-16 12:00:00,"1990-37",202799,1.165,1,"Frozen Juice"
90,1990-09-16 12:00:00,"1990-37",142500,1.99,1,"Bottled Juice"
90,1990-09-16 12:00:00,"1990-37",737821,1.29,1,"Soft Drink"
91,1990-09-23 12:00:00,"1990-38",58493,2.495,1,"Beer"
91,1990-09-23 12:00:00,"1990-38",213654,1,1,"FrontEnd Candies"
91,1990-09-23 12:00:00,"1990-38",184009,1.53,1,"Frozen Juice"
91,1990-09-23 12:00:00,"1990-38",122735,1.75,1,"Bottled Juice"
91,1990-09-23 12:00:00,"1990-38",1151702,0.99,1,"Soft Drink"
92,1990-09-30 12:00:00,"1990-39",66712,2.995,1,"Beer"
92,1990-09-30 12:00:00,"1990-39",207366,0.725,1,"FrontEnd Candies"
92,1990-09-30 12:00:00,"1990-39",167783,1.42,1,"Frozen Juice"
92,1990-09-30 12:00:00,"1990-39",144924,1.99,1,"Bottled Juice"
92,1990-09-30 12:00:00,"1990-39",747390,1.19,1,"Soft Drink"
93,1990-10-07 12:00:00,"1990-40",66453,2.195,1,"Beer"
93,1990-10-07 12:00:00,"1990-40",201916,0.725,1,"FrontEnd Candies"
93,1990-10-07 12:00:00,"1990-40",214955,1.42,1,"Frozen Juice"
93,1990-10-07 12:00:00,"1990-40",149014,1.99,1,"Bottled Juice"
93,1990-10-07 12:00:00,"1990-40",597620,1.44,1,"Soft Drink"
94,1990-10-14 12:00:00,"1990-41",64818,2.195,1,"Beer"
94,1990-10-14 12:00:00,"1990-41",218126,0.67,1,"FrontEnd Candies"
94,1990-10-14 12:00:00,"1990-41",223237,1.355,1,"Frozen Juice"
94,1990-10-14 12:00:00,"1990-41",141375,1.69,1,"Bottled Juice"
94,1990-10-14 12:00:00,"1990-41",674615,1.29,1,"Soft Drink"
95,1990-10-21 12:00:00,"1990-42",78647,3.29,1,"Beer"
95,1990-10-21 12:00:00,"1990-42",196158,0.7,1,"FrontEnd Candies"
95,1990-10-21 12:00:00,"1990-42",181340,1.23,1,"Frozen Juice"
95,1990-10-21 12:00:00,"1990-42",108988,1.97,1,"Bottled Juice"
95,1990-10-21 12:00:00,"1990-42",702852,1.29,1,"Soft Drink"
96,1990-10-28 12:00:00,"1990-43",66481,4.32666666666667,1,"Beer"
96,1990-10-28 12:00:00,"1990-43",194647,0.715,1,"FrontEnd Candies"
96,1990-10-28 12:00:00,"1990-43",157303,1.17,1,"Frozen Juice"
96,1990-10-28 12:00:00,"1990-43",118764,2.035,1,"Bottled Juice"
96,1990-10-28 12:00:00,"1990-43",1014306,1.19,1,"Soft Drink"
97,1990-11-04 12:00:00,"1990-44",58020,2.495,1,"Beer"
97,1990-11-04 12:00:00,"1990-44",192465,0.62,1,"FrontEnd Candies"
97,1990-11-04 12:00:00,"1990-44",259308,1.445,1,"Frozen Juice"
97,1990-11-04 12:00:00,"1990-44",184550,1.55,1,"Bottled Juice"
97,1990-11-04 12:00:00,"1990-44",1091531,1.5,1,"Soft Drink"
98,1990-11-11 12:00:00,"1990-45",63847,3.245,1,"Beer"
98,1990-11-11 12:00:00,"1990-45",212278,0.725,1,"FrontEnd Candies"
98,1990-11-11 12:00:00,"1990-45",314798,1.3,1,"Frozen Juice"
98,1990-11-11 12:00:00,"1990-45",140015,1.465,1,"Bottled Juice"
98,1990-11-11 12:00:00,"1990-45",710983,1.29,1,"Soft Drink"
99,1990-11-18 12:00:00,"1990-46",62831,1.745,1,"Beer"
99,1990-11-18 12:00:00,"1990-46",208081,0.7,1,"FrontEnd Candies"
99,1990-11-18 12:00:00,"1990-46",215656,1.16,1,"Frozen Juice"
99,1990-11-18 12:00:00,"1990-46",131764,2.09,1,"Bottled Juice"
99,1990-11-18 12:00:00,"1990-46",771804,1.19,1,"Soft Drink"
100,1990-11-25 12:00:00,"1990-47",58338,1.745,1,"Beer"
100,1990-11-25 12:00:00,"1990-47",253945,2,1,"FrontEnd Candies"
100,1990-11-25 12:00:00,"1990-47",152547,1.36,1,"Frozen Juice"
100,1990-11-25 12:00:00,"1990-47",111494,2.13,1,"Bottled Juice"
100,1990-11-25 12:00:00,"1990-47",642807,2.24,1,"Soft Drink"
101,1990-12-02 12:00:00,"1990-48",54414,4.79,1,"Beer"
101,1990-12-02 12:00:00,"1990-48",217758,1.2,1,"FrontEnd Candies"
101,1990-12-02 12:00:00,"1990-48",185947,1.33,1,"Frozen Juice"
101,1990-12-02 12:00:00,"1990-48",158478,2.49,1,"Bottled Juice"
101,1990-12-02 12:00:00,"1990-48",1598830,0.99,1,"Soft Drink"
102,1990-12-09 12:00:00,"1990-49",56239,3.79,1,"Beer"
102,1990-12-09 12:00:00,"1990-49",212963,1.2,1,"FrontEnd Candies"
102,1990-12-09 12:00:00,"1990-49",227206,1.26,1,"Frozen Juice"
102,1990-12-09 12:00:00,"1990-49",129567,1.87,1,"Bottled Juice"
102,1990-12-09 12:00:00,"1990-49",706824,1.59,1,"Soft Drink"
103,1990-12-16 12:00:00,"1990-50",63492,2.82666666666667,1,"Beer"
103,1990-12-16 12:00:00,"1990-50",188302,0.545,1,"FrontEnd Candies"
103,1990-12-16 12:00:00,"1990-50",188275,1.59,1,"Frozen Juice"
103,1990-12-16 12:00:00,"1990-50",122799,1.62,1,"Bottled Juice"
103,1990-12-16 12:00:00,"1990-50",588900,1.29,1,"Soft Drink"
104,1990-12-23 12:00:00,"1990-51",67714,2.19333333333333,1,"Beer"
104,1990-12-23 12:00:00,"1990-51",178028,0.645,1,"FrontEnd Candies"
104,1990-12-23 12:00:00,"1990-51",139772,1.315,1,"Frozen Juice"
104,1990-12-23 12:00:00,"1990-51",118793,1.63,1,"Bottled Juice"
104,1990-12-23 12:00:00,"1990-51",592588,2,1,"Soft Drink"
105,1990-12-30 12:00:00,"1990-52",54261,2.49333333333333,1,"Beer"
105,1990-12-30 12:00:00,"1990-52",193153,0.595,1,"FrontEnd Candies"
105,1990-12-30 12:00:00,"1990-52",156802,1.415,1,"Frozen Juice"
105,1990-12-30 12:00:00,"1990-52",120259,2.16,1,"Bottled Juice"
105,1990-12-30 12:00:00,"1990-52",618818,1.29,1,"Soft Drink"
106,1991-01-06 12:00:00,"1991-00",56924,4.79333333333333,1,"Beer"
106,1991-01-06 12:00:00,"1991-00",206825,0.595,1,"FrontEnd Candies"
106,1991-01-06 12:00:00,"1991-00",138146,1.48,1,"Frozen Juice"
106,1991-01-06 12:00:00,"1991-00",113828,1.775,1,"Bottled Juice"
106,1991-01-06 12:00:00,"1991-00",701360,1.34,1,"Soft Drink"
107,1991-01-13 12:00:00,"1991-01",48340,1.745,1,"Beer"
107,1991-01-13 12:00:00,"1991-01",200146,0.725,1,"FrontEnd Candies"
107,1991-01-13 12:00:00,"1991-01",172631,1.505,1,"Frozen Juice"
107,1991-01-13 12:00:00,"1991-01",144395,1.89,1,"Bottled Juice"
107,1991-01-13 12:00:00,"1991-01",934072,0.99,1,"Soft Drink"
108,1991-01-20 12:00:00,"1991-02",48789,2.495,1,"Beer"
108,1991-01-20 12:00:00,"1991-02",186881,0.475,1,"FrontEnd Candies"
108,1991-01-20 12:00:00,"1991-02",179459,1.36,1,"Frozen Juice"
108,1991-01-20 12:00:00,"1991-02",119997,1.67,1,"Bottled Juice"
108,1991-01-20 12:00:00,"1991-02",704133,1.09,1,"Soft Drink"
109,1991-01-27 12:00:00,"1991-03",46401,2.995,1,"Beer"
109,1991-01-27 12:00:00,"1991-03",185238,0.54,1,"FrontEnd Candies"
109,1991-01-27 12:00:00,"1991-03",129147,1.42,1,"Frozen Juice"
109,1991-01-27 12:00:00,"1991-03",111511,1.775,1,"Bottled Juice"
109,1991-01-27 12:00:00,"1991-03",597907,1.09,1,"Soft Drink"
110,1991-02-03 12:00:00,"1991-04",45496,3.91,1,"Beer"
110,1991-02-03 12:00:00,"1991-04",206828,0.455,1,"FrontEnd Candies"
110,1991-02-03 12:00:00,"1991-04",187946,1.51,1,"Frozen Juice"
110,1991-02-03 12:00:00,"1991-04",124870,1.59,1,"Bottled Juice"
110,1991-02-03 12:00:00,"1991-04",658549,1.29,1,"Soft Drink"
111,1991-02-10 12:00:00,"1991-05",53738,5.16,1,"Beer"
111,1991-02-10 12:00:00,"1991-05",180358,0.58,1,"FrontEnd Candies"
111,1991-02-10 12:00:00,"1991-05",249583,1.19,1,"Frozen Juice"
111,1991-02-10 12:00:00,"1991-05",136131,1.29,1,"Bottled Juice"
111,1991-02-10 12:00:00,"1991-05",579950,1.19,1,"Soft Drink"
112,1991-02-17 12:00:00,"1991-06",53898,2.46,1,"Beer"
112,1991-02-17 12:00:00,"1991-06",135216,0.54,1,"FrontEnd Candies"
112,1991-02-17 12:00:00,"1991-06",171561,1.19,1,"Frozen Juice"
112,1991-02-17 12:00:00,"1991-06",131632,1.49,1,"Bottled Juice"
112,1991-02-17 12:00:00,"1991-06",694961,0.99,1,"Soft Drink"
113,1991-02-24 12:00:00,"1991-07",46289,2.46,1,"Beer"
113,1991-02-24 12:00:00,"1991-07",159947,0.58,1,"FrontEnd Candies"
113,1991-02-24 12:00:00,"1991-07",178339,1.22,1,"Frozen Juice"
113,1991-02-24 12:00:00,"1991-07",131562,1.4,1,"Bottled Juice"
113,1991-02-24 12:00:00,"1991-07",1176394,0.99,1,"Soft Drink"
114,1991-03-03 12:00:00,"1991-08",47680,2.745,1,"Beer"
114,1991-03-03 12:00:00,"1991-08",167467,0.52,1,"FrontEnd Candies"
114,1991-03-03 12:00:00,"1991-08",164701,1.09,1,"Frozen Juice"
114,1991-03-03 12:00:00,"1991-08",128151,1.62,1,"Bottled Juice"
114,1991-03-03 12:00:00,"1991-08",632276,1.09,1,"Soft Drink"
115,1991-03-10 12:00:00,"1991-09",47445,3.49333333333333,1,"Beer"
115,1991-03-10 12:00:00,"1991-09",195674,0.52,1,"FrontEnd Candies"
115,1991-03-10 12:00:00,"1991-09",192018,1.16,1,"Frozen Juice"
115,1991-03-10 12:00:00,"1991-09",153896,1.855,1,"Bottled Juice"
115,1991-03-10 12:00:00,"1991-09",760268,1.29,1,"Soft Drink"
116,1991-03-17 12:00:00,"1991-10",70345,2.76,1,"Beer"
116,1991-03-17 12:00:00,"1991-10",139887,0.45,1,"FrontEnd Candies"
116,1991-03-17 12:00:00,"1991-10",132114,1.23,1,"Frozen Juice"
116,1991-03-17 12:00:00,"1991-10",97811,1.89,1,"Bottled Juice"
116,1991-03-17 12:00:00,"1991-10",632262,0.99,1,"Soft Drink"
117,1991-03-24 12:00:00,"1991-11",47153,2.76,1,"Beer"
117,1991-03-24 12:00:00,"1991-11",160271,0.465,1,"FrontEnd Candies"
117,1991-03-24 12:00:00,"1991-11",157015,1.27,1,"Frozen Juice"
117,1991-03-24 12:00:00,"1991-11",144794,1.795,1,"Bottled Juice"
117,1991-03-24 12:00:00,"1991-11",1069885,0.99,1,"Soft Drink"
118,1991-03-31 12:00:00,"1991-12",42792,2.495,1,"Beer"
118,1991-03-31 12:00:00,"1991-12",162976,0.425,1,"FrontEnd Candies"
118,1991-03-31 12:00:00,"1991-12",193454,1.33,1,"Frozen Juice"
118,1991-03-31 12:00:00,"1991-12",122736,1.8,1,"Bottled Juice"
118,1991-03-31 12:00:00,"1991-12",635676,1,1,"Soft Drink"
119,1991-04-07 12:00:00,"1991-13",48188,3.32666666666667,1,"Beer"
119,1991-04-07 12:00:00,"1991-13",170854,0.44,1,"FrontEnd Candies"
119,1991-04-07 12:00:00,"1991-13",202864,1.35,1,"Frozen Juice"
119,1991-04-07 12:00:00,"1991-13",128400,2.29,1,"Bottled Juice"
119,1991-04-07 12:00:00,"1991-13",728445,0.99,1,"Soft Drink"
120,1991-04-14 12:00:00,"1991-14",70078,3.32666666666667,1,"Beer"
120,1991-04-14 12:00:00,"1991-14",159714,0.615,1,"FrontEnd Candies"
120,1991-04-14 12:00:00,"1991-14",194269,1.275,1,"Frozen Juice"
120,1991-04-14 12:00:00,"1991-14",139353,1.84,1,"Bottled Juice"
120,1991-04-14 12:00:00,"1991-14",1088658,0.99,1,"Soft Drink"
121,1991-04-21 12:00:00,"1991-15",64813,2.195,1,"Beer"
121,1991-04-21 12:00:00,"1991-15",180842,0.7,1,"FrontEnd Candies"
121,1991-04-21 12:00:00,"1991-15",162249,1.3,1,"Frozen Juice"
121,1991-04-21 12:00:00,"1991-15",127403,1.49,1,"Bottled Juice"
121,1991-04-21 12:00:00,"1991-15",558142,1.44,1,"Soft Drink"
122,1991-04-28 12:00:00,"1991-16",37395,1.995,1,"Beer"
122,1991-04-28 12:00:00,"1991-16",174291,0.425,1,"FrontEnd Candies"
122,1991-04-28 12:00:00,"1991-16",197875,1.36,1,"Frozen Juice"
122,1991-04-28 12:00:00,"1991-16",159812,1.59,1,"Bottled Juice"
122,1991-04-28 12:00:00,"1991-16",759197,1.09,1,"Soft Drink"
123,1991-05-05 12:00:00,"1991-17",40676,3.495,1,"Beer"
123,1991-05-05 12:00:00,"1991-17",213850,0.475,1,"FrontEnd Candies"
123,1991-05-05 12:00:00,"1991-17",163371,1.29,1,"Frozen Juice"
123,1991-05-05 12:00:00,"1991-17",127672,1.79,1,"Bottled Juice"
123,1991-05-05 12:00:00,"1991-17",634306,1.665,1,"Soft Drink"
124,1991-05-12 12:00:00,"1991-18",44779,2.345,1,"Beer"
124,1991-05-12 12:00:00,"1991-18",206522,0.48,1,"FrontEnd Candies"
124,1991-05-12 12:00:00,"1991-18",168999,1.29,1,"Frozen Juice"
124,1991-05-12 12:00:00,"1991-18",119806,1.725,1,"Bottled Juice"
124,1991-05-12 12:00:00,"1991-18",999998,0.995,1,"Soft Drink"
125,1991-05-19 12:00:00,"1991-19",52595,2.495,1,"Beer"
125,1991-05-19 12:00:00,"1991-19",177479,0.445,1,"FrontEnd Candies"
125,1991-05-19 12:00:00,"1991-19",148343,1.35,1,"Frozen Juice"
125,1991-05-19 12:00:00,"1991-19",111896,1.88,1,"Bottled Juice"
125,1991-05-19 12:00:00,"1991-19",616063,1.39,1,"Soft Drink"
126,1991-05-26 12:00:00,"1991-20",41265,2.495,1,"Beer"
126,1991-05-26 12:00:00,"1991-20",181180,0.6,1,"FrontEnd Candies"
126,1991-05-26 12:00:00,"1991-20",147541,1.19,1,"Frozen Juice"
126,1991-05-26 12:00:00,"1991-20",111711,2.17,1,"Bottled Juice"
126,1991-05-26 12:00:00,"1991-20",643041,1.09,1,"Soft Drink"
127,1991-06-02 12:00:00,"1991-21",41053,3.99333333333333,1,"Beer"
127,1991-06-02 12:00:00,"1991-21",189616,0.445,1,"FrontEnd Candies"
127,1991-06-02 12:00:00,"1991-21",358471,1.19,1,"Frozen Juice"
127,1991-06-02 12:00:00,"1991-21",117653,2.035,1,"Bottled Juice"
127,1991-06-02 12:00:00,"1991-21",660175,1.29,1,"Soft Drink"
128,1991-06-09 12:00:00,"1991-22",43907,2.495,1,"Beer"
128,1991-06-09 12:00:00,"1991-22",2751,2.17,1,"Bath Soap"
128,1991-06-09 12:00:00,"1991-22",234114,0.45,1,"FrontEnd Candies"
128,1991-06-09 12:00:00,"1991-22",149321,1.29,1,"Frozen Juice"
128,1991-06-09 12:00:00,"1991-22",129449,1.84,1,"Bottled Juice"
128,1991-06-09 12:00:00,"1991-22",538473,1.39,1,"Soft Drink"
129,1991-06-16 12:00:00,"1991-23",43174,2.99333333333333,1,"Beer"
129,1991-06-16 12:00:00,"1991-23",2976,1.345,1,"Bath Soap"
129,1991-06-16 12:00:00,"1991-23",213279,0.42,1,"FrontEnd Candies"
129,1991-06-16 12:00:00,"1991-23",239618,1.39,1,"Frozen Juice"
129,1991-06-16 12:00:00,"1991-23",152981,1.89,1,"Bottled Juice"
129,1991-06-16 12:00:00,"1991-23",778579,1.04,1,"Soft Drink"
130,1991-06-23 12:00:00,"1991-24",43496,2.99333333333333,1,"Beer"
130,1991-06-23 12:00:00,"1991-24",2968,2.29,1,"Bath Soap"
130,1991-06-23 12:00:00,"1991-24",213509,0.62,1,"FrontEnd Candies"
130,1991-06-23 12:00:00,"1991-24",148713,1.49,1,"Frozen Juice"
130,1991-06-23 12:00:00,"1991-24",148615,1.805,1,"Bottled Juice"
130,1991-06-23 12:00:00,"1991-24",852579,1,1,"Soft Drink"
131,1991-06-30 12:00:00,"1991-25",45406,3.99333333333333,1,"Beer"
131,1991-06-30 12:00:00,"1991-25",2879,2.49,1,"Bath Soap"
131,1991-06-30 12:00:00,"1991-25",197171,0.595,1,"FrontEnd Candies"
131,1991-06-30 12:00:00,"1991-25",174834,1.45,1,"Frozen Juice"
131,1991-06-30 12:00:00,"1991-25",126158,2.21,1,"Bottled Juice"
131,1991-06-30 12:00:00,"1991-25",598568,1.09,1,"Soft Drink"
132,1991-07-07 12:00:00,"1991-26",48891,2.495,1,"Beer"
132,1991-07-07 12:00:00,"1991-26",2640,1.245,1,"Bath Soap"
132,1991-07-07 12:00:00,"1991-26",199477,0.425,1,"FrontEnd Candies"
132,1991-07-07 12:00:00,"1991-26",131574,1.49,1,"Frozen Juice"
132,1991-07-07 12:00:00,"1991-26",118941,2,1,"Bottled Juice"
132,1991-07-07 12:00:00,"1991-26",551887,1.49,1,"Soft Drink"
133,1991-07-14 12:00:00,"1991-27",45094,2.66,1,"Beer"
133,1991-07-14 12:00:00,"1991-27",2679,0,0,"Bath Soap"
133,1991-07-14 12:00:00,"1991-27",246123,0.405,1,"FrontEnd Candies"
133,1991-07-14 12:00:00,"1991-27",151127,1.5,1,"Frozen Juice"
133,1991-07-14 12:00:00,"1991-27",131413,1.45,1,"Bottled Juice"
133,1991-07-14 12:00:00,"1991-27",589617,1.09,1,"Soft Drink"
134,1991-07-21 12:00:00,"1991-28",43267,2.745,1,"Beer"
134,1991-07-21 12:00:00,"1991-28",2807,1.89,1,"Bath Soap"
134,1991-07-21 12:00:00,"1991-28",205914,0.7,1,"FrontEnd Candies"
134,1991-07-21 12:00:00,"1991-28",140799,1.56,1,"Frozen Juice"
134,1991-07-21 12:00:00,"1991-28",145254,1.855,1,"Bottled Juice"
134,1991-07-21 12:00:00,"1991-28",711922,0.99,1,"Soft Drink"
135,1991-07-28 12:00:00,"1991-29",44530,2.745,1,"Beer"
135,1991-07-28 12:00:00,"1991-29",2564,1.89,1,"Bath Soap"
135,1991-07-28 12:00:00,"1991-29",215022,0.555,1,"FrontEnd Candies"
135,1991-07-28 12:00:00,"1991-29",187447,1.4,1,"Frozen Juice"
135,1991-07-28 12:00:00,"1991-29",125092,1.925,1,"Bottled Juice"
135,1991-07-28 12:00:00,"1991-29",805800,0.995,1,"Soft Drink"
136,1991-08-04 12:00:00,"1991-30",46925,2.995,1,"Beer"
136,1991-08-04 12:00:00,"1991-30",2513,0.945,1,"Bath Soap"
136,1991-08-04 12:00:00,"1991-30",195742,0.59,1,"FrontEnd Candies"
136,1991-08-04 12:00:00,"1991-30",133011,1.39,1,"Frozen Juice"
136,1991-08-04 12:00:00,"1991-30",121658,1.86,1,"Bottled Juice"
136,1991-08-04 12:00:00,"1991-30",560341,1.39,1,"Soft Drink"
137,1991-08-11 12:00:00,"1991-31",53468,2.495,1,"Beer"
137,1991-08-11 12:00:00,"1991-31",2534,1.99,1,"Bath Soap"
137,1991-08-11 12:00:00,"1991-31",175882,0.55,1,"FrontEnd Candies"
137,1991-08-11 12:00:00,"1991-31",138247,1.19,1,"Frozen Juice"
137,1991-08-11 12:00:00,"1991-31",114311,1.95,1,"Bottled Juice"
137,1991-08-11 12:00:00,"1991-31",495895,0.99,1,"Soft Drink"
138,1991-08-18 12:00:00,"1991-32",43260,2.995,1,"Beer"
138,1991-08-18 12:00:00,"1991-32",2571,1.99,1,"Bath Soap"
138,1991-08-18 12:00:00,"1991-32",188520,0.55,1,"FrontEnd Candies"
138,1991-08-18 12:00:00,"1991-32",141128,1.43,1,"Frozen Juice"
138,1991-08-18 12:00:00,"1991-32",138862,1.69,1,"Bottled Juice"
138,1991-08-18 12:00:00,"1991-32",497004,1.49,1,"Soft Drink"
139,1991-08-25 12:00:00,"1991-33",49377,4.09,1,"Beer"
139,1991-08-25 12:00:00,"1991-33",2423,0.995,1,"Bath Soap"
139,1991-08-25 12:00:00,"1991-33",202226,0.45,1,"FrontEnd Candies"
139,1991-08-25 12:00:00,"1991-33",149176,1.41,1,"Frozen Juice"
139,1991-08-25 12:00:00,"1991-33",154512,1.79,1,"Bottled Juice"
139,1991-08-25 12:00:00,"1991-33",733752,0.99,1,"Soft Drink"
140,1991-09-01 12:00:00,"1991-34",56697,2.145,1,"Beer"
140,1991-09-01 12:00:00,"1991-34",2886,0.995,1,"Bath Soap"
140,1991-09-01 12:00:00,"1991-34",235132,0.46,1,"FrontEnd Candies"
140,1991-09-01 12:00:00,"1991-34",433868,1.49,1,"Frozen Juice"
140,1991-09-01 12:00:00,"1991-34",163191,1.79,1,"Bottled Juice"
140,1991-09-01 12:00:00,"1991-34",746742,1.79,1,"Soft Drink"
141,1991-09-08 12:00:00,"1991-35",64399,2.195,1,"Beer"
141,1991-09-08 12:00:00,"1991-35",2861,1.99,1,"Bath Soap"
141,1991-09-08 12:00:00,"1991-35",229287,0.45,1,"FrontEnd Candies"
141,1991-09-08 12:00:00,"1991-35",184941,1.4,1,"Frozen Juice"
141,1991-09-08 12:00:00,"1991-35",127558,1.79,1,"Bottled Juice"
141,1991-09-08 12:00:00,"1991-35",562475,1.49,1,"Soft Drink"
142,1991-09-15 12:00:00,"1991-36",70872,3.49,1,"Beer"
142,1991-09-15 12:00:00,"1991-36",2783,1.99,1,"Bath Soap"
142,1991-09-15 12:00:00,"1991-36",234644,0.44,1,"FrontEnd Candies"
142,1991-09-15 12:00:00,"1991-36",153894,1.49,1,"Frozen Juice"
142,1991-09-15 12:00:00,"1991-36",125340,1.89,1,"Bottled Juice"
142,1991-09-15 12:00:00,"1991-36",1011166,1.69,1,"Soft Drink"
143,1991-09-22 12:00:00,"1991-37",53805,6.05666666666667,1,"Beer"
143,1991-09-22 12:00:00,"1991-37",2541,1.99,1,"Bath Soap"
143,1991-09-22 12:00:00,"1991-37",221366,0.435,1,"FrontEnd Candies"
143,1991-09-22 12:00:00,"1991-37",178254,0.95,1,"Frozen Juice"
143,1991-09-22 12:00:00,"1991-37",132534,1.89,1,"Bottled Juice"
143,1991-09-22 12:00:00,"1991-37",549401,2.39,1,"Soft Drink"
144,1991-09-29 12:00:00,"1991-38",57197,4.49,1,"Beer"
144,1991-09-29 12:00:00,"1991-38",2441,1.245,1,"Bath Soap"
144,1991-09-29 12:00:00,"1991-38",195075,0.415,1,"FrontEnd Candies"
144,1991-09-29 12:00:00,"1991-38",191088,1.59,1,"Frozen Juice"
144,1991-09-29 12:00:00,"1991-38",167943,1.99,1,"Bottled Juice"
144,1991-09-29 12:00:00,"1991-38",654562,1.5,1,"Soft Drink"
145,1991-10-06 12:00:00,"1991-39",67038,3.64,1,"Beer"
145,1991-10-06 12:00:00,"1991-39",2357,1.245,1,"Bath Soap"
145,1991-10-06 12:00:00,"1991-39",192858,0.47,1,"FrontEnd Candies"
145,1991-10-06 12:00:00,"1991-39",196674,1.59,1,"Frozen Juice"
145,1991-10-06 12:00:00,"1991-39",121370,1.79,1,"Bottled Juice"
145,1991-10-06 12:00:00,"1991-39",588110,1.79,1,"Soft Drink"
146,1991-10-13 12:00:00,"1991-40",53999,1.995,1,"Beer"
146,1991-10-13 12:00:00,"1991-40",2311,2.445,1,"Bath Soap"
146,1991-10-13 12:00:00,"1991-40",192396,0.47,1,"FrontEnd Candies"
146,1991-10-13 12:00:00,"1991-40",146156,1.5,1,"Frozen Juice"
146,1991-10-13 12:00:00,"1991-40",123987,1.79,1,"Bottled Juice"
146,1991-10-13 12:00:00,"1991-40",916460,0.99,1,"Soft Drink"
147,1991-10-20 12:00:00,"1991-41",61003,4.82666666666667,1,"Beer"
147,1991-10-20 12:00:00,"1991-41",3308,1,1,"Bath Soap"
147,1991-10-20 12:00:00,"1991-41",210209,0.57,1,"FrontEnd Candies"
147,1991-10-20 12:00:00,"1991-41",165632,1.46,1,"Frozen Juice"
147,1991-10-20 12:00:00,"1991-41",114625,1.83,1,"Bottled Juice"
147,1991-10-20 12:00:00,"1991-41",824106,1.99,1,"Soft Drink"
148,1991-10-27 12:00:00,"1991-42",71321,5.49,1,"Beer"
148,1991-10-27 12:00:00,"1991-42",2735,1,1,"Bath Soap"
148,1991-10-27 12:00:00,"1991-42",196884,0.57,1,"FrontEnd Candies"
148,1991-10-27 12:00:00,"1991-42",149260,1.13,1,"Frozen Juice"
148,1991-10-27 12:00:00,"1991-42",142801,1.49,1,"Bottled Juice"
148,1991-10-27 12:00:00,"1991-42",718925,2,1,"Soft Drink"
149,1991-11-03 12:00:00,"1991-43",51634,4.66,1,"Beer"
149,1991-11-03 12:00:00,"1991-43",2694,1.49,1,"Bath Soap"
149,1991-11-03 12:00:00,"1991-43",199442,0.5,1,"FrontEnd Candies"
149,1991-11-03 12:00:00,"1991-43",126386,1.46,1,"Frozen Juice"
149,1991-11-03 12:00:00,"1991-43",140783,1.56,1,"Bottled Juice"
149,1991-11-03 12:00:00,"1991-43",715421,0.89,1,"Soft Drink"
150,1991-11-10 12:00:00,"1991-44",53127,5.42666666666667,1,"Beer"
150,1991-11-10 12:00:00,"1991-44",2469,1.99,1,"Bath Soap"
150,1991-11-10 12:00:00,"1991-44",195662,0.475,1,"FrontEnd Candies"
150,1991-11-10 12:00:00,"1991-44",109348,1.46,1,"Frozen Juice"
150,1991-11-10 12:00:00,"1991-44",114358,2,1,"Bottled Juice"
150,1991-11-10 12:00:00,"1991-44",600732,1.51,1,"Soft Drink"
151,1991-11-17 12:00:00,"1991-45",53628,3.62333333333333,1,"Beer"
151,1991-11-17 12:00:00,"1991-45",2339,2.24,1,"Bath Soap"
151,1991-11-17 12:00:00,"1991-45",193898,0.62,1,"FrontEnd Candies"
151,1991-11-17 12:00:00,"1991-45",122863,1.46,1,"Frozen Juice"
151,1991-11-17 12:00:00,"1991-45",110277,2.15,1,"Bottled Juice"
151,1991-11-17 12:00:00,"1991-45",888183,0.89,1,"Soft Drink"
152,1991-11-24 12:00:00,"1991-46",57644,3.85666666666667,1,"Beer"
152,1991-11-24 12:00:00,"1991-46",2283,2.24,1,"Bath Soap"
152,1991-11-24 12:00:00,"1991-46",192026,0.545,1,"FrontEnd Candies"
152,1991-11-24 12:00:00,"1991-46",124212,1.5,1,"Frozen Juice"
152,1991-11-24 12:00:00,"1991-46",114455,1.99,1,"Bottled Juice"
152,1991-11-24 12:00:00,"1991-46",609393,1.5,1,"Soft Drink"
153,1991-12-01 12:00:00,"1991-47",53087,3.64,1,"Beer"
153,1991-12-01 12:00:00,"1991-47",2245,1.25,1,"Bath Soap"
